,movie_id,title,is_drama,is_comedy,is_action,is_thriller,is_romance,is_horror,is_adventure,is_scifi,is_childrens,is_crime,is_war,is_documentary,is_musical,is_mystery,is_animation,is_fantasy,is_western,is_filmnoir,year
138,138,Up Close and Personal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
139,139,"Birdcage, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
140,140,Shadows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
141,141,Gospa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
142,142,"Brothers McMullen, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
143,143,Bad Boys,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
144,144,"Amazing Panda Adventure, The",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1995
145,145,"Basketball Diaries, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
146,146,"Awfully Big Adventure, An",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
147,147,Amateur,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1994
148,148,Apollo 13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
149,149,Rob Roy,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1995
150,150,"Addiction, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
151,151,Batman Forever,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1995
152,152,Belle de jour,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
153,153,Beyond Rangoon,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995
154,154,Blue in the Face,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
155,155,Canadian Bacon,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994
156,156,Casper,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1995
157,157,Clockers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
158,158,Congo,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1995
159,159,Crimson Tide,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995
160,160,Crumb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994
161,161,Desperado,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
162,162,Devil in a Blue Dress,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1995
163,163,Die Hard: With a Vengeance,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
164,164,"Doom Generation, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
165,165,Feast of July,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
166,166,First Knight,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
167,167,Free Willy 2: The Adventure Home,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1995
168,168,Hackers,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995
169,169,Jeffrey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
170,170,Johnny Mnemonic,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
171,171,Judge Dredd,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1995
172,172,Jury Duty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
173,173,Kids,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
174,174,Living in Oblivion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
175,175,Lord of Illusions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
176,176,Love & Human Remains,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
177,177,Mad Love,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
178,178,Mallrats,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
179,179,Mighty Morphin Power Rangers: The Movie,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995
180,180,Moonlight and Valentino,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
181,181,Mute Witness,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
182,182,Nadja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
183,183,"Net, The",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
184,184,Nine Months,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
185,185,Party Girl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
186,186,"Prophecy, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
187,187,Reckless,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
188,188,Safe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
189,189,"Scarlet Letter, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
190,190,"Show, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995
191,191,Showgirls,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
192,192,Smoke,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
193,193,Something to Talk About,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
194,194,Species,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995
195,195,"Stars Fell on Henrietta, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
196,196,Strange Days,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1995
197,197,"Umbrellas of Cherbourg, The",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1964
198,198,"Tie That Binds, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
199,199,Three Wishes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
200,200,Total Eclipse,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
201,201,"To Wong Foo, Thanks for Everything! Julie Newmar",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
202,202,Under Siege 2: Dark Territory,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
203,203,Unstrung Heroes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
204,204,Unzipped,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995
205,205,"Walk in the Clouds, A",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
206,206,Waterworld,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
207,207,White Man's Burden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
208,208,Wild Bill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1995
209,209,"Browning Version, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
210,210,Bushwhacked,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
211,211,Burnt By the Sun,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
212,212,Before the Rain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
213,213,Before Sunrise,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
214,214,Billy Madison,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
215,215,"Babysitter, The",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
216,216,Boys on the Side,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
217,217,"Cure, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
218,218,Castle Freak,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
219,219,Circle of Friends,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
220,220,Clerks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
221,221,Don Juan DeMarco,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
222,222,Disclosure,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
223,223,Dream Man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
224,224,Drop Zone,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
225,225,Destiny Turns on the Radio,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
226,226,Death and the Maiden,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
227,227,Dolores Claiborne,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
228,228,Dumb & Dumber,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
229,229,Eat Drink Man Woman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
230,230,Exotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
231,231,Exit to Eden,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
232,232,Ed Wood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
233,233,French Kiss,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
234,234,Forget Paris,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
235,235,Far From Home: The Adventures of Yellow Dog,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1995
236,236,"Goofy Movie, A",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1995
237,237,Hideaway,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
238,238,Fluke,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995
239,239,Farinelli: il castrato,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994
240,240,Gordy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
241,241,Gumby: The Movie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1995
242,242,"Glass Shield, The",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1994
243,243,Hoop Dreams,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994
244,244,Heavenly Creatures,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
245,245,Houseguest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
246,246,Immortal Beloved,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
247,247,Heavyweights,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1994
248,248,"Hunted, The",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
249,249,I.Q.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
250,250,Interview with the Vampire,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994
251,251,Jefferson in Paris,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
252,252,"Jerky Boys, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
253,253,Junior,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
254,254,Just Cause,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
255,255,"Kid in King Arthur's Court, A",0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1995
256,256,Kiss of Death,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995
257,257,Star Wars: Episode IV - A New Hope,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1977
258,258,Little Women,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
259,259,"Little Princess, A",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995
260,260,Ladybird Ladybird,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
261,261,"Enfer, L'",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
262,262,Like Water for Chocolate,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
263,263,Legends of the Fall,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1994
264,264,Major Payne,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
265,265,Little Odessa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
